CHR	BP	aa
3	74879617	3:74879617
3	75021713	3:75021713
3	75097346	3:75097346
3	75209333	3:75209333
3	75685897	3:75685897
3	75872080	3:75872080
3	75906458	3:75906458
3	75906473	3:75906473
3	75906484	3:75906484
3	75906500	3:75906500
3	76037653	3:76037653
3	76067046	3:76067046
3	76109386	3:76109386
3	76195117	3:76195117
3	76195137	3:76195137
3	76195433	3:76195433
3	76410989	3:76410989
3	76711848	3:76711848
3	76762370	3:76762370
3	76762385	3:76762385
3	76808943	3:76808943
3	76810916	3:76810916
3	76810920	3:76810920
3	76810952	3:76810952
3	76997846	3:76997846
3	77002050	3:77002050
3	77002089	3:77002089
3	77002102	3:77002102
3	77123642	3:77123642
3	77176840	3:77176840
3	77224955	3:77224955
3	77401282	3:77401282
3	77460349	3:77460349
3	77735538	3:77735538
3	78117830	3:78117830
3	78189575	3:78189575
3	78368258	3:78368258
3	78506086	3:78506086
3	78761440	3:78761440
3	78797208	3:78797208
3	78869966	3:78869966
3	78869987	3:78869987
3	78922419	3:78922419
3	78922423	3:78922423
3	78922425	3:78922425
3	78929310	3:78929310
3	79212251	3:79212251
3	79233993	3:79233993
3	79435728	3:79435728
3	79460940	3:79460940
3	79472734	3:79472734
3	79472736	3:79472736
3	79506931	3:79506931
3	79614180	3:79614180
3	79870896	3:79870896
3	79933797	3:79933797
3	80019762	3:80019762
3	80150696	3:80150696
3	80218306	3:80218306
3	80218315	3:80218315
3	80227183	3:80227183
3	80227192	3:80227192
3	80227196	3:80227196
3	80227197	3:80227197
3	80267366	3:80267366
3	80343423	3:80343423
3	80343434	3:80343434
3	80439910	3:80439910
3	80439918	3:80439918
3	80439920	3:80439920
3	80468180	3:80468180
3	80468220	3:80468220
3	80890756	3:80890756
3	81030201	3:81030201
3	81326847	3:81326847
3	81347832	3:81347832
3	81398580	3:81398580
3	81420221	3:81420221
3	81420267	3:81420267
3	81506255	3:81506255
3	81552726	3:81552726
3	81552785	3:81552785
3	81567739	3:81567739
3	81580657	3:81580657
3	81894462	3:81894462
3	81894475	3:81894475
3	82099307	3:82099307
3	82163415	3:82163415
3	82195320	3:82195320
3	82195350	3:82195350
3	82199267	3:82199267
3	82231367	3:82231367
3	82298347	3:82298347
3	82298378	3:82298378
3	82308613	3:82308613
3	82384535	3:82384535
3	82384536	3:82384536
3	82391916	3:82391916
3	82392207	3:82392207
3	82411153	3:82411153
3	82443606	3:82443606
3	82454398	3:82454398
3	82509365	3:82509365
3	82576673	3:82576673
3	82588611	3:82588611
3	82679849	3:82679849
3	82731164	3:82731164
3	82731188	3:82731188
3	82761249	3:82761249
3	82796556	3:82796556
3	82868958	3:82868958
3	82918096	3:82918096
3	83046628	3:83046628
3	83112996	3:83112996
3	83113044	3:83113044
3	83385136	3:83385136
3	83400306	3:83400306
3	83441072	3:83441072
3	83486601	3:83486601
3	83559114	3:83559114
3	83559367	3:83559367
3	83567937	3:83567937
3	83567976	3:83567976
3	83574451	3:83574451
3	83577378	3:83577378
3	83594099	3:83594099
3	83627426	3:83627426
3	83667832	3:83667832
3	83671611	3:83671611
3	83683613	3:83683613
3	83683655	3:83683655
3	83683720	3:83683720
3	83712872	3:83712872
3	83731408	3:83731408
3	83784561	3:83784561
3	83791708	3:83791708
3	83823332	3:83823332
3	83860983	3:83860983
3	84023397	3:84023397
3	84083682	3:84083682
3	84093183	3:84093183
3	84093228	3:84093228
3	84093256	3:84093256
3	84123372	3:84123372
3	84153337	3:84153337
3	84156558	3:84156558
3	84161804	3:84161804
3	84161827	3:84161827
3	84161833	3:84161833
3	84161838	3:84161838
3	84228763	3:84228763
3	84289057	3:84289057
3	84289096	3:84289096
3	84315520	3:84315520
3	84431403	3:84431403
3	84431942	3:84431942
3	84567298	3:84567298
3	84571295	3:84571295
3	84571322	3:84571322
3	84571380	3:84571380
3	84571384	3:84571384
3	84571390	3:84571390
3	84622406	3:84622406
3	84687837	3:84687837
3	84706308	3:84706308
3	84706370	3:84706370
3	84706420	3:84706420
3	84725600	3:84725600
3	84726089	3:84726089
3	84733976	3:84733976
3	84898997	3:84898997
3	84906503	3:84906503
3	84906556	3:84906556
3	84906619	3:84906619
3	84941976	3:84941976
3	84974704	3:84974704
3	84986802	3:84986802
3	84986807	3:84986807
3	85020525	3:85020525
3	85020552	3:85020552
3	85026581	3:85026581
3	85035638	3:85035638
3	85035648	3:85035648
3	85085734	3:85085734
3	85141454	3:85141454
3	85141455	3:85141455
3	85189818	3:85189818
3	85198871	3:85198871
3	85251168	3:85251168
3	85279405	3:85279405
3	85299390	3:85299390
3	85299414	3:85299414
3	85323049	3:85323049
3	85355500	3:85355500
3	85355517	3:85355517
3	85365910	3:85365910
3	85426430	3:85426430
3	85426446	3:85426446
3	85427042	3:85427042
3	85456490	3:85456490
3	85462082	3:85462082
3	85504641	3:85504641
3	85505027	3:85505027
3	85505046	3:85505046
3	85549257	3:85549257
3	85560007	3:85560007
3	85560034	3:85560034
3	85613672	3:85613672
3	85634730	3:85634730
3	85634776	3:85634776
3	85655075	3:85655075
3	85655128	3:85655128
3	85655152	3:85655152
3	85692268	3:85692268
3	85692276	3:85692276
3	85745435	3:85745435
3	85864566	3:85864566
3	85890261	3:85890261
3	85906793	3:85906793
3	85906825	3:85906825
3	85960920	3:85960920
3	85988190	3:85988190
3	86017559	3:86017559
3	86050235	3:86050235
3	86050267	3:86050267
3	86050270	3:86050270
3	86078491	3:86078491
3	86202350	3:86202350
3	86202400	3:86202400
3	86320812	3:86320812
3	86331255	3:86331255
3	86331282	3:86331282
3	86342732	3:86342732
3	86342750	3:86342750
3	86350934	3:86350934
3	86350971	3:86350971
3	86370016	3:86370016
3	86397993	3:86397993
3	86452308	3:86452308
3	86486437	3:86486437
3	86503728	3:86503728
3	86566066	3:86566066
3	86596707	3:86596707
3	86605528	3:86605528
3	86605538	3:86605538
3	86616382	3:86616382
3	86616624	3:86616624
3	86616640	3:86616640
3	86687311	3:86687311
3	86899719	3:86899719
3	86928318	3:86928318
3	86940797	3:86940797
3	86978032	3:86978032
3	87054195	3:87054195
3	87055409	3:87055409
3	87069711	3:87069711
3	87218951	3:87218951
4	5261	3.820138889
4	5273	3.828472222
4	37303	4:37303
4	45723	4:45723
4	45730	4:45730
4	58836	4:58836
4	156063	4:156063
4	225147	4:225147
4	225184	4:225184
4	225188	4:225188
4	225201	4:225201
4	334465	4:334465
4	415323	4:415323
4	550915	4:550915
4	616591	4:616591
4	616611	4:616611
4	696963	4:696963
4	696975	4:696975
4	696997	4:696997
4	697008	4:697008
4	728072	4:728072
4	728090	4:728090
4	852108	4:852108
4	901887	4:901887
4	1080717	4:1080717
4	1379191	4:1379191
4	1379262	4:1379262
4	1379284	4:1379284
4	1392100	4:1392100
4	1442470	4:1442470
4	1679234	4:1679234
4	1683765	4:1683765
4	1693736	4:1693736
4	2035208	4:2035208
4	2096403	4:2096403
4	2146242	4:2146242
4	2150024	4:2150024
4	2150026	4:2150026
4	2160956	4:2160956
4	2161017	4:2161017
4	2167307	4:2167307
4	2247569	4:2247569
4	2299673	4:2299673
4	2434140	4:2434140
4	2500825	4:2500825
4	2537467	4:2537467
4	2539976	4:2539976
4	2594624	4:2594624
4	2613123	4:2613123
4	2748082	4:2748082
4	2762970	4:2762970
4	2918784	4:2918784
4	2922588	4:2922588
4	3823252	4:3823252
4	3996533	4:3996533
4	4032129	4:4032129
4	4377512	4:4377512
4	4459167	4:4459167
4	4463254	4:4463254
4	4466172	4:4466172
4	4467747	4:4467747
4	4482247	4:4482247
4	4495569	4:4495569
4	4533757	4:4533757
4	4533784	4:4533784
4	4576457	4:4576457
4	4576472	4:4576472
4	4576485	4:4576485
4	4596372	4:4596372
4	4610316	4:4610316
4	4610320	4:4610320
4	4625157	4:4625157
4	4625204	4:4625204
4	4712176	4:4712176
4	4712197	4:4712197
4	4746757	4:4746757
4	4765611	4:4765611
4	4765648	4:4765648
4	4767732	4:4767732
4	4933077	4:4933077
4	4933103	4:4933103
4	4992597	4:4992597
4	4992598	4:4992598
4	5029824	4:5029824
4	5029839	4:5029839
4	5143116	4:5143116
4	5145222	4:5145222
4	5231348	4:5231348
4	5379830	4:5379830
4	5475075	4:5475075
4	5507861	4:5507861
4	5507882	4:5507882
4	5547405	4:5547405
4	5560991	4:5560991
4	5628256	4:5628256
4	5636248	4:5636248
4	5684283	4:5684283
4	5684329	4:5684329
4	5684330	4:5684330
4	5797246	4:5797246
4	5797595	4:5797595
4	5797634	4:5797634
4	5808312	4:5808312
4	5819818	4:5819818
4	5819823	4:5819823
4	5825888	4:5825888
4	5825901	4:5825901
4	5832159	4:5832159
4	5839650	4:5839650
4	6006039	4:6006039
4	6092593	4:6092593
4	6092631	4:6092631
4	6094068	4:6094068
4	6102803	4:6102803
4	6217822	4:6217822
4	6237616	4:6237616
4	6284350	4:6284350
4	6284381	4:6284381
4	6285840	4:6285840
4	6306866	4:6306866
4	6306887	4:6306887
4	6313602	4:6313602
4	6314461	4:6314461
4	6339854	4:6339854
4	6357703	4:6357703
4	6357708	4:6357708
4	6357752	4:6357752
4	6378604	4:6378604
4	6560753	4:6560753
4	6560781	4:6560781
4	6587884	4:6587884
4	6587887	4:6587887
4	6588086	4:6588086
4	6588121	4:6588121
4	6588158	4:6588158
4	6612417	4:6612417
4	6632651	4:6632651
4	6636439	4:6636439
4	6652113	4:6652113
4	6654097	4:6654097
4	6687972	4:6687972
4	6687999	4:6687999
4	6715094	4:6715094
4	6829052	4:6829052
4	6829071	4:6829071
4	7151413	4:7151413
4	7151427	4:7151427
4	7172799	4:7172799
4	7172814	4:7172814
4	7252253	4:7252253
4	7257964	4:7257964
4	7258000	4:7258000
4	7285331	4:7285331
4	7298547	4:7298547
4	7378448	4:7378448
4	7378461	4:7378461
4	7421574	4:7421574
4	7422148	4:7422148
4	7452442	4:7452442
4	7452445	4:7452445
4	7464762	4:7464762
4	7494688	4:7494688
4	7510069	4:7510069
4	7510093	4:7510093
4	7606017	4:7606017
4	7606028	4:7606028
4	7606051	4:7606051
4	7606056	4:7606056
4	7606065	4:7606065
4	7606092	4:7606092
4	7606097	4:7606097
4	7616760	4:7616760
4	7869320	4:7869320
4	7869362	4:7869362
4	7895332	4:7895332
4	7895391	4:7895391
4	8265452	4:8265452
4	8265456	4:8265456
4	8351177	4:8351177
4	8371905	4:8371905
4	8379477	4:8379477
4	8379487	4:8379487
4	8407983	4:8407983
4	8408102	4:8408102
4	8735853	4:8735853
4	8765222	4:8765222
4	8980381	4:8980381
4	8980407	4:8980407
4	9215139	4:9215139
4	9255708	4:9255708
4	9446477	4:9446477
4	9468688	4:9468688
4	9486603	4:9486603
4	9524177	4:9524177
4	9569607	4:9569607
4	9569629	4:9569629
4	9761901	4:9761901
4	10312636	4:10312636
4	10312648	4:10312648
4	10441263	4:10441263
4	10441294	4:10441294
4	10542856	4:10542856
4	10545350	4:10545350
4	10545353	4:10545353
4	10545376	4:10545376
4	10693241	4:10693241
4	10693262	4:10693262
4	10981110	4:10981110
4	11221118	4:11221118
4	11221134	4:11221134
4	11396428	4:11396428
4	11396438	4:11396438
4	11396744	4:11396744
4	11396766	4:11396766
4	11474832	4:11474832
4	11569010	4:11569010
4	11763663	4:11763663
4	11821013	4:11821013
4	11913744	4:11913744
4	11938421	4:11938421
4	12063122	4:12063122
4	12063157	4:12063157
4	12250979	4:12250979
4	12307175	4:12307175
4	12307179	4:12307179
4	12307188	4:12307188
4	12347113	4:12347113
4	12735047	4:12735047
4	12799408	4:12799408
4	12799497	4:12799497
4	12828686	4:12828686
4	12940696	4:12940696
4	12949952	4:12949952
4	12991070	4:12991070
4	12994764	4:12994764
4	12994782	4:12994782
4	13181175	4:13181175
4	13188703	4:13188703
4	13188724	4:13188724
4	13304475	4:13304475
4	13340910	4:13340910
4	13340929	4:13340929
4	13349159	4:13349159
4	13557575	4:13557575
4	13557577	4:13557577
4	13653921	4:13653921
4	13653933	4:13653933
4	13708030	4:13708030
4	13719775	4:13719775
4	13943531	4:13943531
4	13943538	4:13943538
4	14216386	4:14216386
4	14242707	4:14242707
4	14242731	4:14242731
4	14282899	4:14282899
4	14423287	4:14423287
4	14463773	4:14463773
4	14463949	4:14463949
4	14608931	4:14608931
4	14981773	4:14981773
4	15091581	4:15091581
4	15091596	4:15091596
4	15174832	4:15174832
4	15432568	4:15432568
4	15449089	4:15449089
4	15500984	4:15500984
4	15501016	4:15501016
4	15501023	4:15501023
4	15535625	4:15535625
4	15535649	4:15535649
4	15543178	4:15543178
4	15729062	4:15729062
4	15729087	4:15729087
4	15729119	4:15729119
4	15729134	4:15729134
4	15729152	4:15729152
4	15785142	4:15785142
4	15785162	4:15785162
4	15790236	4:15790236
4	15813412	4:15813412
4	15813459	4:15813459
4	15843908	4:15843908
4	15963982	4:15963982
4	15963996	4:15963996
4	15980917	4:15980917
4	16002343	4:16002343
4	16112793	4:16112793
4	16112841	4:16112841
4	16195051	4:16195051
4	16262294	4:16262294
4	16262304	4:16262304
4	16267170	4:16267170
4	16267352	4:16267352
4	16291389	4:16291389
4	16291414	4:16291414
4	16309285	4:16309285
4	16320892	4:16320892
4	16320906	4:16320906
4	16323769	4:16323769
4	16395030	4:16395030
4	16397256	4:16397256
4	16397273	4:16397273
4	16397329	4:16397329
4	16410722	4:16410722
4	16410747	4:16410747
4	16431419	4:16431419
4	16559985	4:16559985
4	16592612	4:16592612
4	16677885	4:16677885
4	16677891	4:16677891
4	16677900	4:16677900
4	16685420	4:16685420
4	16685449	4:16685449
4	16699516	4:16699516
4	16925272	4:16925272
4	16925275	4:16925275
4	17316346	4:17316346
4	17316383	4:17316383
4	17402936	4:17402936
4	17542282	4:17542282
4	17826346	4:17826346
4	17826355	4:17826355
4	17842245	4:17842245
4	17858467	4:17858467
4	17878277	4:17878277
4	17931031	4:17931031
4	17931095	4:17931095
4	17987172	4:17987172
4	17987203	4:17987203
4	17993479	4:17993479
4	17993490	4:17993490
4	17994190	4:17994190
4	17994199	4:17994199
4	18034378	4:18034378
4	18199924	4:18199924
4	18199935	4:18199935
4	18259503	4:18259503
4	18259547	4:18259547
4	18307212	4:18307212
4	18310401	4:18310401
4	18385512	4:18385512
4	18385518	4:18385518
4	18403334	4:18403334
4	18403366	4:18403366
4	19065748	4:19065748
4	19080221	4:19080221
4	19080254	4:19080254
4	19080269	4:19080269
4	19279331	4:19279331
4	19334541	4:19334541
4	19520322	4:19520322
4	19568068	4:19568068
4	19606449	4:19606449
4	19828125	4:19828125
4	19832295	4:19832295
4	19832320	4:19832320
4	19911745	4:19911745
4	19948840	4:19948840
4	20061193	4:20061193
4	20248230	4:20248230
4	20354092	4:20354092
4	20354098	4:20354098
4	20354126	4:20354126
4	20356679	4:20356679
4	20356687	4:20356687
4	20364988	4:20364988
4	20365546	4:20365546
4	20365579	4:20365579
4	20370341	4:20370341
4	20370425	4:20370425
4	20370428	4:20370428
4	20423637	4:20423637
4	20495885	4:20495885
4	20510658	4:20510658
4	20586789	4:20586789
4	20671924	4:20671924
4	20815672	4:20815672
4	20815674	4:20815674
4	20815692	4:20815692
4	21431835	4:21431835
4	21433720	4:21433720
4	21438525	4:21438525
4	21438544	4:21438544
4	21684543	4:21684543
4	21684567	4:21684567
4	21787575	4:21787575
4	21787593	4:21787593
4	21796845	4:21796845
4	21850638	4:21850638
4	21875657	4:21875657
4	21879878	4:21879878
4	21879898	4:21879898
4	21917657	4:21917657
4	21917665	4:21917665
4	21930761	4:21930761
4	21930777	4:21930777
4	21958764	4:21958764
4	21981699	4:21981699
4	21986571	4:21986571
4	22000285	4:22000285
4	22024629	4:22024629
4	22030536	4:22030536
4	22030703	4:22030703
4	22309785	4:22309785
4	22328481	4:22328481
4	22336091	4:22336091
4	22336199	4:22336199
4	22805391	4:22805391
4	22929705	4:22929705
4	22929727	4:22929727
4	22949081	4:22949081
4	23249480	4:23249480
4	23260491	4:23260491
4	23294888	4:23294888
4	23305266	4:23305266
4	23348174	4:23348174
4	23348186	4:23348186
4	23399358	4:23399358
4	23409918	4:23409918
4	23497215	4:23497215
4	23599297	4:23599297
4	23657570	4:23657570
4	23670746	4:23670746
4	23713030	4:23713030
4	23713036	4:23713036
4	23791333	4:23791333
4	23791346	4:23791346
4	23953415	4:23953415
4	24032571	4:24032571
4	24032617	4:24032617
4	24069022	4:24069022
4	24157385	4:24157385
4	24272582	4:24272582
4	24272624	4:24272624
4	24322853	4:24322853
4	24456112	4:24456112
4	24557498	4:24557498
4	24557499	4:24557499
4	24568128	4:24568128
4	24626618	4:24626618
4	25145161	4:25145161
4	25292056	4:25292056
4	25292099	4:25292099
4	25397662	4:25397662
4	25643299	4:25643299
4	25643328	4:25643328
4	25871491	4:25871491
4	25871510	4:25871510
4	25871523	4:25871523
4	25963823	4:25963823
4	26128630	4:26128630
4	26128642	4:26128642
4	26128684	4:26128684
4	26128695	4:26128695
4	26160395	4:26160395
4	26187962	4:26187962
4	26220292	4:26220292
4	26220313	4:26220313
4	26220322	4:26220322
4	26258917	4:26258917
4	26428165	4:26428165
4	26619272	4:26619272
4	26697714	4:26697714
4	26755284	4:26755284
4	27145419	4:27145419
4	27145441	4:27145441
4	27249902	4:27249902
4	27299090	4:27299090
4	27310930	4:27310930
4	27364459	4:27364459
4	27374591	4:27374591
4	27444785	4:27444785
4	27550312	4:27550312
4	27869214	4:27869214
4	27978361	4:27978361
4	27987117	4:27987117
4	27987118	4:27987118
4	28015784	4:28015784
4	28260764	4:28260764
4	28299852	4:28299852
4	28299857	4:28299857
4	28336105	4:28336105
4	28477032	4:28477032
4	28477048	4:28477048
4	28667709	4:28667709
4	28678938	4:28678938
4	28678953	4:28678953
4	28678993	4:28678993
4	28679194	4:28679194
4	28778845	4:28778845
4	28851929	4:28851929
4	28851933	4:28851933
4	29103045	4:29103045
4	29173252	4:29173252
4	29173267	4:29173267
4	29173280	4:29173280
4	29334276	4:29334276
4	29406620	4:29406620
4	29460722	4:29460722
4	29460735	4:29460735
4	29548738	4:29548738
4	29548793	4:29548793
4	29627978	4:29627978
4	29643029	4:29643029
4	29785538	4:29785538
4	29785575	4:29785575
4	29805783	4:29805783
4	29805834	4:29805834
4	29805836	4:29805836
4	29808057	4:29808057
4	29811693	4:29811693
4	29812046	4:29812046
4	29994340	4:29994340
4	29994769	4:29994769
4	30143272	4:30143272
4	30445208	4:30445208
4	30643590	4:30643590
4	30660470	4:30660470
4	30697706	4:30697706
4	30697732	4:30697732
4	30798731	4:30798731
4	31022275	4:31022275
4	31525486	4:31525486
4	31525501	4:31525501
4	31525528	4:31525528
4	31538653	4:31538653
4	31538666	4:31538666
4	31569254	4:31569254
4	31569277	4:31569277
4	31569281	4:31569281
4	31569291	4:31569291
4	31593159	4:31593159
4	31593163	4:31593163
4	31593180	4:31593180
4	31662881	4:31662881
4	31700588	4:31700588
4	31712573	4:31712573
4	31712578	4:31712578
4	31720495	4:31720495
4	31791383	4:31791383
4	31843757	4:31843757
4	31848447	4:31848447
4	31848474	4:31848474
4	31848500	4:31848500
4	31894619	4:31894619
4	31894624	4:31894624
4	31921359	4:31921359
4	31945735	4:31945735
4	31996081	4:31996081
4	32033071	4:32033071
4	32033081	4:32033081
4	32048169	4:32048169
4	32066172	4:32066172
4	32436879	4:32436879
4	32436884	4:32436884
4	32436929	4:32436929
4	32538782	4:32538782
4	32947520	4:32947520
4	33027082	4:33027082
4	33027407	4:33027407
4	33067664	4:33067664
4	33067882	4:33067882
4	33074250	4:33074250
4	33123733	4:33123733
4	33168732	4:33168732
4	33221934	4:33221934
4	33376126	4:33376126
4	33523561	4:33523561
4	33543091	4:33543091
4	33543092	4:33543092
4	34068878	4:34068878
4	34495020	4:34495020
4	34603543	4:34603543
4	34845062	4:34845062
4	34845091	4:34845091
4	35070026	4:35070026
4	35194114	4:35194114
4	35511265	4:35511265
4	35511272	4:35511272
4	35781492	4:35781492
4	35786505	4:35786505
4	35927621	4:35927621
4	35952769	4:35952769
4	36062246	4:36062246
4	36188483	4:36188483
4	36188484	4:36188484
4	36193827	4:36193827
4	36640935	4:36640935
4	36640951	4:36640951
4	36696992	4:36696992
4	36777739	4:36777739
4	36842644	4:36842644
4	36842657	4:36842657
4	36842969	4:36842969
4	36842983	4:36842983
4	36867315	4:36867315
4	36867349	4:36867349
4	37188098	4:37188098
4	37250437	4:37250437
4	37250486	4:37250486
4	37335298	4:37335298
4	37335536	4:37335536
4	37335570	4:37335570
4	37395561	4:37395561
4	37524893	4:37524893
4	37570037	4:37570037
4	37570078	4:37570078
4	37570089	4:37570089
4	37633964	4:37633964
4	37633988	4:37633988
4	37633993	4:37633993
4	37716359	4:37716359
4	37953903	4:37953903
4	38021102	4:38021102
4	38025029	4:38025029
4	38171713	4:38171713
4	38324352	4:38324352
4	38324384	4:38324384
4	38328104	4:38328104
4	38363398	4:38363398
4	38363441	4:38363441
4	38983186	4:38983186
4	39012705	4:39012705
4	39012716	4:39012716
4	39012724	4:39012724
4	39427581	4:39427581
4	39499988	4:39499988
4	39500017	4:39500017
4	40117589	4:40117589
4	40182644	4:40182644
4	40351097	4:40351097
4	40351148	4:40351148
4	40382833	4:40382833
4	40389493	4:40389493
4	40455142	4:40455142
4	40455158	4:40455158
4	40455663	4:40455663
4	40665780	4:40665780
4	40677123	4:40677123
4	40677125	4:40677125
4	40820876	4:40820876
4	40820888	4:40820888
4	40892277	4:40892277
4	41015334	4:41015334
4	41106372	4:41106372
4	41106388	4:41106388
4	41550167	4:41550167
4	41606789	4:41606789
4	41614685	4:41614685
4	41653962	4:41653962
4	41813927	4:41813927
4	41960259	4:41960259
4	41960289	4:41960289
4	42051788	4:42051788
4	42051806	4:42051806
4	42231371	4:42231371
4	42317521	4:42317521
4	42348857	4:42348857
4	42348866	4:42348866
4	42452748	4:42452748
4	42452766	4:42452766
4	42612374	4:42612374
4	42632868	4:42632868
4	42661233	4:42661233
4	42865312	4:42865312
4	42968044	4:42968044
4	43033064	4:43033064
4	43033106	4:43033106
4	43077087	4:43077087
4	43131280	4:43131280
4	43357745	4:43357745
4	43460185	4:43460185
4	43527648	4:43527648
4	43527660	4:43527660
4	43653726	4:43653726
4	43653732	4:43653732
4	43960465	4:43960465
4	44047175	4:44047175
4	44069784	4:44069784
4	44115863	4:44115863
4	44135621	4:44135621
4	44214353	4:44214353
4	44214373	4:44214373
4	44214377	4:44214377
4	44350126	4:44350126
4	44476826	4:44476826
4	44569656	4:44569656
4	44571953	4:44571953
4	44697076	4:44697076
4	44697084	4:44697084
4	44796228	4:44796228
4	44925229	4:44925229
4	44959495	4:44959495
4	45129920	4:45129920
4	45278985	4:45278985
4	45284264	4:45284264
4	45475755	4:45475755
4	45475762	4:45475762
4	45475778	4:45475778
4	45672971	4:45672971
4	45672979	4:45672979
4	45779841	4:45779841
4	45893931	4:45893931
4	45908879	4:45908879
4	45908887	4:45908887
4	45957016	4:45957016
4	45961044	4:45961044
4	46032537	4:46032537
4	46050647	4:46050647
4	46071076	4:46071076
4	46071087	4:46071087
4	46117475	4:46117475
4	46140161	4:46140161
4	46140228	4:46140228
4	46237896	4:46237896
4	46245892	4:46245892
4	46281162	4:46281162
4	46314016	4:46314016
4	46314025	4:46314025
4	46424297	4:46424297
4	46450740	4:46450740
4	46450776	4:46450776
4	46451637	4:46451637
4	46466827	4:46466827
4	46466866	4:46466866
4	46466951	4:46466951
4	46502041	4:46502041
4	46502083	4:46502083
4	46502098	4:46502098
4	46565329	4:46565329
4	46962474	4:46962474
4	47056961	4:47056961
4	47069888	4:47069888
4	47069916	4:47069916
4	47127357	4:47127357
4	47127372	4:47127372
4	47145549	4:47145549
4	47187348	4:47187348
4	47220067	4:47220067
4	47224573	4:47224573
4	47224577	4:47224577
4	47279503	4:47279503
4	47326726	4:47326726
4	47326747	4:47326747
4	47459848	4:47459848
4	47459861	4:47459861
4	47459876	4:47459876
4	47492371	4:47492371
4	47827925	4:47827925
4	48006032	4:48006032
4	48041429	4:48041429
4	48153364	4:48153364
4	48153369	4:48153369
4	48194320	4:48194320
4	48270714	4:48270714
4	48270737	4:48270737
4	48674357	4:48674357
4	48674441	4:48674441
4	48679570	4:48679570
4	48740454	4:48740454
4	48769475	4:48769475
4	48769531	4:48769531
4	48887225	4:48887225
4	48976537	4:48976537
4	48976565	4:48976565
4	49154112	4:49154112
4	49187801	4:49187801
4	49220830	4:49220830
4	49265314	4:49265314
4	49277551	4:49277551
4	49277805	4:49277805
4	49352047	4:49352047
4	49594632	4:49594632
4	49594660	4:49594660
4	49598801	4:49598801
4	49598834	4:49598834
4	49609319	4:49609319
4	49609343	4:49609343
4	49679489	4:49679489
4	49703909	4:49703909
4	49703930	4:49703930
4	49739478	4:49739478
4	49743331	4:49743331
4	49743339	4:49743339
4	49815418	4:49815418
4	49869086	4:49869086
4	49908842	4:49908842
4	49928034	4:49928034
4	49928042	4:49928042
4	49928058	4:49928058
4	50383921	4:50383921
4	50423755	4:50423755
4	50517586	4:50517586
4	50852201	4:50852201
4	50862987	4:50862987
4	50863005	4:50863005
4	51094939	4:51094939
4	51199849	4:51199849
4	51199859	4:51199859
4	51199860	4:51199860
4	51199892	4:51199892
4	51374447	4:51374447
4	51635793	4:51635793
4	51674595	4:51674595
4	51860968	4:51860968
4	51860980	4:51860980
4	51861004	4:51861004
4	51957306	4:51957306
4	52062119	4:52062119
4	52062233	4:52062233
4	52062241	4:52062241
4	52087053	4:52087053
4	52087067	4:52087067
4	52204623	4:52204623
4	52217683	4:52217683
4	52217696	4:52217696
4	52218035	4:52218035
4	52218077	4:52218077
4	52337160	4:52337160
4	52339743	4:52339743
4	52339785	4:52339785
4	52355242	4:52355242
4	52435238	4:52435238
4	52435249	4:52435249
4	52447731	4:52447731
4	52447733	4:52447733
4	52447769	4:52447769
4	52457955	4:52457955
4	52457958	4:52457958
4	52870436	4:52870436
4	52882820	4:52882820
4	53034145	4:53034145
4	53034151	4:53034151
4	53156454	4:53156454
4	53156488	4:53156488
4	53156499	4:53156499
4	53211558	4:53211558
4	53226310	4:53226310
4	53330690	4:53330690
4	53367521	4:53367521
4	53388723	4:53388723
4	53529889	4:53529889
4	53598254	4:53598254
4	53712716	4:53712716
4	53712751	4:53712751
4	53732477	4:53732477
4	53789913	4:53789913
4	53806106	4:53806106
4	53925717	4:53925717
4	53935231	4:53935231
4	53935242	4:53935242
4	54003434	4:54003434
4	54022947	4:54022947
4	54027522	4:54027522
4	54035546	4:54035546
4	54035563	4:54035563
4	54035620	4:54035620
4	54116576	4:54116576
4	54116621	4:54116621
4	54395364	4:54395364
4	54395378	4:54395378
4	54579868	4:54579868
4	54630299	4:54630299
4	54656706	4:54656706
4	54674985	4:54674985
4	54675028	4:54675028
4	54779242	4:54779242
4	55168312	4:55168312
4	55168334	4:55168334
4	55289156	4:55289156
4	55328689	4:55328689
4	55412413	4:55412413
4	55416818	4:55416818
4	55416841	4:55416841
4	55432418	4:55432418
4	55459480	4:55459480
4	55532042	4:55532042
4	55532049	4:55532049
4	55536195	4:55536195
4	55559862	4:55559862
4	55566196	4:55566196
4	55649310	4:55649310
4	55731066	4:55731066
4	55752975	4:55752975
4	55754109	4:55754109
4	55762271	4:55762271
4	55777035	4:55777035
4	55777066	4:55777066
4	55938090	4:55938090
4	55938503	4:55938503
4	56353056	4:56353056
4	56354824	4:56354824
4	56417784	4:56417784
4	56417788	4:56417788
4	56430157	4:56430157
4	56456450	4:56456450
4	56671436	4:56671436
4	56770023	4:56770023
4	56770044	4:56770044
4	56939273	4:56939273
4	56939283	4:56939283
4	57018775	4:57018775
4	57029455	4:57029455
4	57100136	4:57100136
4	57107372	4:57107372
4	57271601	4:57271601
4	57271612	4:57271612
4	57278610	4:57278610
4	57982702	4:57982702
4	58120183	4:58120183
4	58197160	4:58197160
4	58523302	4:58523302
